Воин_ИД,Название,Длительность
80664,Patronus Charm,3
80682,Shrinking Charm,5
80682,Fire-Making Spell,2
80697,Episkey,3
80697,Disarming Charm,3
80747,Levitation Charm,4
80747,Levicorpus,4
80747,Blasting Curse,3
80750,Launch an object up into the air,0
80756,Portus,0
80756,Wand-Lighting Charm,3
80757,Shrinking Charm,4
80757,Full Body-Bind Curse,0
80757,Snake-Vanishing Spell,2
80780,Reverse Spell,2
80792,Killing Curse,5
80792,Water-Making Spell,1
80802,Peskipiksi Pesternomi,5
80802,Boggart-Banishing Spell,4
80813,Water-Making Spell,5
80813,Memory Charm,4
80841,Repello Inimicum,5
80841,Cruciatus Curse,2
80846,Cruciatus Curse,2
80846,Levitation Charm,2
80846,Levicorpus,2
80887,Protego totalum,2
80887,Mending Charm,2
80887,Memory Charm,4
80919,Protego totalum,2
80919,Water-Making Spell,4
80919,Brackium Emendo,0
80921,Wand-Lighting Charm,3
80921,Engorgement Charm,4
80929,Muggle-Repelling Charm,2
80937,Freezing Charm,2
80937,Imperius Curse,3
80937,Blasting Curse,0
80942,Fire-Making Spell,2
80942,Peskipiksi Pesternomi,5
80948,General Counter-Spell,3
80955,Locomotion Charm,5
80955,Expulso Curse,1
80955,Lumos Maxima,2
80959,Tickling Charm,1
80959,Spider repelling spell,4
81021,Patronus Charm,1
81021,Cistem Aperio,0
81026,Locking Spell,1
81026,Exploding Charm,4
81026,Expulso Curse,2
81033,Slowing Charm,0
81044,Spider repelling spell,3
81044,Muggle-Repelling Charm,2
81071,Fire-Making Spell,4
81071,Cistem Aperio,0
81079,Oppugno Jinx,3
81079,Stunning Spell,4
81079,Cruciatus Curse,1
81084,Muggle-Repelling Charm,5
81084,Engorgement Charm,1
81090,Killing Curse,1
81097,Tickling Charm,1
81119,Revulsion Jinx,5
81119,Shrinking Charm,4
81119,Stunning Spell,4
81132,Unlocking Charm,4
81160,Revelio Charm,4
81186,Locking Spell,3
81186,Patronus Charm,5
81186,Water-Making Spell,3
81193,Boggart-Banishing Spell,5
81193,Portus,0
81193,General Counter-Spell,1
81215,Revelio Charm,0
81216,Slowing Charm,3
81216,Full Body-Bind Curse,5
81226,Cruciatus Curse,0
81226,Reverse Spell,5
81226,Piertotum Locomotor,1
81245,Vera Verto,0
81247,Levicorpus,1
81278,Dissendium,2
81286,Dissendium,4
81294,Shrinking Charm,0
81294,Brackium Emendo,3
81298,Unlocking Charm,2
81298,Levitation Charm,5
81300,Locomotion Charm,3
81351,Revulsion Jinx,3
81351,Cruciatus Curse,2
81351,Protego Maxima,3
81358,Dissendium,2
81358,Cistem Aperio,1
81358,Protego Maxima,3
81363,Dissendium,2
81382,Mending Charm,5
81385,General Counter-Spell,3
81385,Freezing Charm,0
81387,Portus,2
81398,Muffliato Charm,4
81398,Snake Summons Spell,2
81398,Levicorpus,4
81417,Shrinking Charm,5
81417,Portus,3
81417,Human Presence Revealing Spell,3
81418,Lumos Solem Spell,1
81418,Memory Charm,5
81418,General Counter-Spell,1
81450,Brackium Emendo,0
81450,Protego totalum,2
81466,Unlocking Charm,0
81466,Freezing Charm,0
81466,Cistem Aperio,0
81472,Protego totalum,4
81472,Severing Charm,2
81472,Human Presence Revealing Spell,3
81473,Freezing Charm,3
81473,Incarcerous Spell,4
81476,Incarcerous Spell,3
81476,Freezing Charm,3
81476,Brackium Emendo,5
81482,Imperius Curse,2
81482,Peskipiksi Pesternomi,4
81482,Mending Charm,4
81484,Fire-Making Spell,2
81488,Impediment Jinx,2
81488,Shrinking Charm,4
81488,Oppugno Jinx,3
81490,Killing Curse,4
81521,Peskipiksi Pesternomi,0
81521,Wand-Extinguishing Charm,3
81533,Killing Curse,0
81533,Impediment Jinx,1
81566,Dissendium,5
81566,Muffliato Charm,5
81601,Wand-Extinguishing Charm,4
81601,Human Presence Revealing Spell,2
81601,Lumos Solem Spell,0
81634,Shrinking Charm,2
81641,Cistem Aperio,3
81641,Human Presence Revealing Spell,5
81649,Blasting Curse,3
81660,Reverse Spell,2
81660,Freezing Charm,2
81680,Dissendium,0
81680,Leg-Locker Curse,0
81686,Oppugno Jinx,2
81686,Unlocking Charm,1
81707,Snake Summons Spell,5
81733,Repello Inimicum,2
81733,Oppugno Jinx,3
81733,Disarming Charm,0
81739,Sectumsempra,2
81753,Tickling Charm,5
81753,Snake Summons Spell,2
81763,Disarming Charm,2
81766,Fire-Making Spell,0
81766,Freezing Charm,2
81802,Salvio hexia,4
81812,Incarcerous Spell,3
81812,Revelio Charm,1
81812,Killing Curse,4
81814,Killing Curse,3
81830,Disarming Charm,3
81830,Dissendium,4
81830,Revelio Charm,2
81840,Snake-Vanishing Spell,0
81840,Full Body-Bind Curse,0
81841,Stunning Spell,3
81841,Episkey,5
81847,Wand-Extinguishing Charm,1
81847,Piertotum Locomotor,5
81850,Cistem Aperio,1
81850,Launch an object up into the air,3
81850,Piertotum Locomotor,0
81852,Oculus Reparo,3
81852,Imperius Curse,3
81860,Severing Charm,3
81878,Cruciatus Curse,5
81878,Locking Spell,2
81888,Cistem Aperio,5
81888,Summoning Charm,1
81888,Killing Curse,5
81893,Reverse Spell,3
81895,Memory Charm,4
81897,Vera Verto,5
81907,Water-Making Spell,3
81907,Levitation Charm,4
81907,Freezing Charm,1
81918,Repello Inimicum,4
81918,Expulso Curse,4
81918,Revelio Charm,3
81933,Water-Making Spell,0
81935,Revulsion Jinx,5
81935,Wand-Extinguishing Charm,3
81935,Piertotum Locomotor,3
81937,Locking Spell,4
81937,Leg-Locker Curse,2
81965,Lumos Solem Spell,2
81972,Protego totalum,4
81972,Unlocking Charm,1
81978,Slowing Charm,4
81987,Episkey,3
81987,Revulsion Jinx,2
82008,Lumos Maxima,4
82008,Summoning Charm,2
82008,Dissendium,5
82014,Brackium Emendo,5
82014,Severing Charm,2
82015,Killing Curse,5
82015,Wand-Extinguishing Charm,5
82015,Brackium Emendo,3
82029,Levicorpus,3
82039,Disarming Charm,0
82039,Freezing Charm,1
82049,General Counter-Spell,1
82049,Snake-Vanishing Spell,2
82056,Incarcerous Spell,4
82063,Mending Charm,5
82063,Locomotion Charm,1
82063,Slowing Charm,2
82070,Muffliato Charm,0
82072,Wand-Extinguishing Charm,2
82072,Piertotum Locomotor,1
82080,Cruciatus Curse,5
82080,Shield Charm,4
82087,Reverse Spell,5
82098,Lumos Maxima,3
82105,Incarcerous Spell,0
82105,Levitation Charm,1
82109,Disarming Charm,2
82137,Repello Inimicum,5
82137,Freezing Charm,3
82137,Oppugno Jinx,4
82142,Episkey,3
82142,Lumos Maxima,4
82189,Wand-Extinguishing Charm,5
82202,Dissendium,4
82208,Sectumsempra,0
82208,Locking Spell,4
82208,Severing Charm,3
82213,Levicorpus,0
82214,Levitation Charm,4
82214,Blasting Curse,1
82214,Disarming Charm,4
82232,Freezing Charm,2
82232,Slowing Charm,1
82278,Reverse Spell,3
82278,Oppugno Jinx,0
82281,Locomotion Charm,3
82285,General Counter-Spell,0
82321,Blasting Curse,3
82321,Protego Maxima,0
82321,Lumos Solem Spell,2
82348,Cruciatus Curse,2
82360,Mending Charm,2
82371,Slowing Charm,3
82381,Severing Charm,2
82382,Slowing Charm,0
82383,Incarcerous Spell,3
82383,Spider repelling spell,0
82383,Reverse Spell,5
82439,Snake-Vanishing Spell,0
82439,Reverse Spell,0
82455,Memory Charm,3
82455,Boggart-Banishing Spell,0
82455,Expulso Curse,4
82508,Spider repelling spell,2
82508,Locking Spell,0
82517,Revulsion Jinx,3
82517,Lumos Maxima,4
82533,Incarcerous Spell,0
82539,Piertotum Locomotor,3
82539,Leg-Locker Curse,2
82540,Cistem Aperio,3
82543,Dissendium,1
82554,Piertotum Locomotor,2
82558,Impediment Jinx,1
82565,Shrinking Charm,1
82565,Protego Maxima,5
82577,Lumos Maxima,4
82593,Full Body-Bind Curse,5
82615,Sectumsempra,5
82615,Shrinking Charm,2
82622,Piertotum Locomotor,0
82622,Summoning Charm,4
82622,Dissendium,4
82632,Wand-Lighting Charm,3
82632,Tickling Charm,5
82658,Locomotion Charm,5
82658,Unlocking Charm,0
82658,Repello Inimicum,4
82692,Water-Making Spell,4
82697,Spider repelling spell,2
82697,Disarming Charm,1
82709,Dissendium,2
82709,Vera Verto,1
82732,Reverse Spell,4
82732,Piertotum Locomotor,1
82732,Protego Maxima,1
82736,Locking Spell,2
82759,Human Presence Revealing Spell,1
82759,Blasting Curse,1
82759,Levitation Charm,5
82763,Brackium Emendo,1
82763,Patronus Charm,4
82778,Water-Making Spell,1
82780,Memory Charm,4
82792,Unlocking Charm,4
82808,Dissendium,3
82814,Full Body-Bind Curse,0
82841,Fire-Making Spell,2
82841,Brackium Emendo,5
82844,Brackium Emendo,0
82844,Boggart-Banishing Spell,1
82849,Peskipiksi Pesternomi,0
82863,Revulsion Jinx,1
82863,Fire-Making Spell,1
82863,Leg-Locker Curse,3
82883,Slowing Charm,0
82918,Vera Verto,3
82925,Blasting Curse,1
82925,Reverse Spell,5
82925,Episkey,3
82931,Patronus Charm,0
82931,Revelio Charm,5
82931,Expulso Curse,3
82939,Severing Charm,0
82942,Vera Verto,5
82942,Sectumsempra,3
82943,Cruciatus Curse,1
82978,Piertotum Locomotor,0
82978,Patronus Charm,5
82978,Dissendium,4
82981,Summoning Charm,2
82981,Incarcerous Spell,5
82983,Disarming Charm,5
82996,Patronus Charm,1
83004,Shrinking Charm,3
83004,Snake-Vanishing Spell,5
83039,Summoning Charm,1
83041,Disarming Charm,0
83041,Memory Charm,0
83043,Piertotum Locomotor,4
83043,Oppugno Jinx,0
83072,Fire-Making Spell,5
83103,Exploding Charm,3
83103,Reverse Spell,2
83115,Reverse Spell,3
83134,Levicorpus,2
83134,Snake Summons Spell,3
83135,Engorgement Charm,5
83135,Severing Charm,0
83169,Blasting Curse,0
83169,Lumos Maxima,0
83169,Episkey,5
83174,Fire-Making Spell,5
83174,Exploding Charm,4
83174,Lumos Solem Spell,2
83190,Blasting Curse,0
83190,Muggle-Repelling Charm,3
83190,Levitation Charm,0
83211,Vera Verto,3
83211,Revulsion Jinx,1
83233,Episkey,2
83233,Snake-Vanishing Spell,1
83255,Lumos Solem Spell,3
83255,Vera Verto,2
83255,Boggart-Banishing Spell,1
83263,Snake-Vanishing Spell,0
83263,Vera Verto,5
83263,Portus,1
83282,Levitation Charm,5
83309,Memory Charm,0
83309,Levitation Charm,4
83309,Protego totalum,2
83323,Patronus Charm,2
83340,Piertotum Locomotor,3
83340,Impediment Jinx,1
83352,Tickling Charm,0
83381,Disarming Charm,4
83381,Locomotion Charm,0
83397,Unlocking Charm,1
83397,Revelio Charm,3
83402,Impediment Jinx,5
83405,Full Body-Bind Curse,1
83405,Snake Summons Spell,4
83405,Blasting Curse,0
83417,Revelio Charm,4
83419,Water-Making Spell,3
83436,Locomotion Charm,2
83444,Boggart-Banishing Spell,0
83444,Impediment Jinx,0
83444,Memory Charm,1
83445,Stunning Spell,1
83445,Summoning Charm,0
83445,Revulsion Jinx,0
83446,Blasting Curse,4
83447,Severing Charm,1
83447,Locomotion Charm,2
83448,Reverse Spell,4
83465,Dissendium,0
83465,Severing Charm,0
83465,Human Presence Revealing Spell,5
83477,Slowing Charm,1
83478,Patronus Charm,2
83478,Wand-Extinguishing Charm,5
83478,Lumos Solem Spell,2
83488,Engorgement Charm,0
83492,Wand-Lighting Charm,2
83492,Tickling Charm,3
83492,Snake Summons Spell,5
83493,Oppugno Jinx,2
83504,Leg-Locker Curse,2
83504,Fire-Making Spell,4
83529,Incarcerous Spell,5
83529,Sectumsempra,0
83609,Brackium Emendo,1
83609,Exploding Charm,4
83609,Episkey,0
83621,Piertotum Locomotor,1
83621,Levitation Charm,5
83634,Blasting Curse,5
83648,Shield Charm,3
83648,Episkey,2
83648,Memory Charm,5
83651,Peskipiksi Pesternomi,5
83651,Dissendium,1
83651,Leg-Locker Curse,2
83671,Mending Charm,3
83671,Portus,0
83675,Leg-Locker Curse,4
83675,Levitation Charm,4
83675,Full Body-Bind Curse,5
83679,Episkey,5
83679,Imperius Curse,1
83679,Sectumsempra,1
83687,Slowing Charm,0
83687,Dissendium,3
83687,Boggart-Banishing Spell,3
83701,Freezing Charm,4
83716,Levicorpus,2
83716,Fire-Making Spell,1
83729,Brackium Emendo,5
83729,Vera Verto,2
83765,Brackium Emendo,2
83784,Slowing Charm,3
83784,Episkey,1
83806,Memory Charm,1
83812,Salvio hexia,0
83812,Spider repelling spell,4
83829,Boggart-Banishing Spell,1
83829,Revelio Charm,0
83829,Shrinking Charm,2
83850,Piertotum Locomotor,3
83850,Oppugno Jinx,3
83861,Leg-Locker Curse,4
83862,Expulso Curse,5
83879,Stunning Spell,2
83879,Human Presence Revealing Spell,5
83953,Snake Summons Spell,3
83953,Shrinking Charm,3
83953,Expulso Curse,5
83955,Killing Curse,5
83955,Muggle-Repelling Charm,4
83955,Protego Maxima,2
83974,Boggart-Banishing Spell,1
83974,Expulso Curse,4
83986,Incarcerous Spell,5
83986,Wand-Extinguishing Charm,1
84009,Impediment Jinx,4
84009,Oculus Reparo,4
84009,Brackium Emendo,3
84023,Memory Charm,0
84023,Peskipiksi Pesternomi,2
84056,Repello Inimicum,0
84056,Freezing Charm,0
84058,Blasting Curse,2
84060,Shrinking Charm,1
84060,Stunning Spell,5
84071,Reverse Spell,5
84085,Slowing Charm,4
84110,Slowing Charm,4
84110,Spider repelling spell,1
84120,Full Body-Bind Curse,3
84120,Blasting Curse,4
84127,Muggle-Repelling Charm,4
84127,Blasting Curse,2
84130,Protego Maxima,3
84145,Piertotum Locomotor,5
84145,Memory Charm,5
84150,Dissendium,3
84150,Expulso Curse,1
84150,Salvio hexia,1
84153,Launch an object up into the air,2
84158,Severing Charm,2
84158,Expulso Curse,1
84176,Impediment Jinx,4
84176,Leg-Locker Curse,4
84176,Levitation Charm,1
84195,Snake-Vanishing Spell,1
84197,Severing Charm,3
84209,Snake Summons Spell,2
84209,Snake-Vanishing Spell,3
84219,Dissendium,2
84219,Locomotion Charm,1
84219,Repello Inimicum,5
84233,Stunning Spell,0
84233,Engorgement Charm,3
84233,Wand-Lighting Charm,4
84285,Oculus Reparo,5
84306,Oppugno Jinx,0
84318,Launch an object up into the air,1
84318,Imperius Curse,3
84336,Peskipiksi Pesternomi,3
84336,Cistem Aperio,5
84336,Severing Charm,3
84338,Cruciatus Curse,5
84338,Dissendium,0
84338,Disarming Charm,2
84353,Sectumsempra,4
84353,Water-Making Spell,2
84358,Leg-Locker Curse,4
84358,Slowing Charm,4
84367,Disarming Charm,5
84406,Leg-Locker Curse,4
84406,Memory Charm,1
84407,Expulso Curse,0
84407,Boggart-Banishing Spell,3
84444,Full Body-Bind Curse,2
84444,Disarming Charm,5
84450,Mending Charm,0
84476,Revulsion Jinx,2
84476,Water-Making Spell,3
84534,Vera Verto,0
84534,Dissendium,0
84534,Slowing Charm,4
84543,Sectumsempra,1
84547,Boggart-Banishing Spell,3
84575,Oppugno Jinx,0
84575,Reverse Spell,4
84575,Fire-Making Spell,2
84580,Impediment Jinx,5
84580,Peskipiksi Pesternomi,3
84580,General Counter-Spell,5
84589,Slowing Charm,5
84591,Summoning Charm,4
84591,Portus,0
84591,Fire-Making Spell,2
84597,Wand-Extinguishing Charm,5
84597,Lumos Maxima,0
84597,Mending Charm,4
84651,Water-Making Spell,5
84651,Mending Charm,5
84651,Oppugno Jinx,5
84690,Piertotum Locomotor,4
84690,Patronus Charm,1
84694,Human Presence Revealing Spell,5
84775,Sectumsempra,0
84783,Engorgement Charm,5
84783,Memory Charm,1
84808,Brackium Emendo,4
84808,Disarming Charm,0
84808,Stunning Spell,4
84810,Dissendium,3
84814,Oculus Reparo,1
84814,Exploding Charm,3
84814,Launch an object up into the air,1
84815,Patronus Charm,4
84823,Muffliato Charm,5
84823,Piertotum Locomotor,1
84823,Fire-Making Spell,1
84843,Wand-Extinguishing Charm,2
84843,Impediment Jinx,0
84874,Revulsion Jinx,3
84875,Levicorpus,0
84887,Peskipiksi Pesternomi,2
84887,Revulsion Jinx,0
84887,Wand-Lighting Charm,0
84894,Protego totalum,0
84906,Brackium Emendo,2
84906,Leg-Locker Curse,0
84924,Mending Charm,3
84924,Portus,4
84924,Lumos Solem Spell,0
84934,Imperius Curse,5
84947,Cistem Aperio,2
84947,Unlocking Charm,0
84947,Wand-Extinguishing Charm,3
84954,Locking Spell,4
84954,Protego Maxima,4
84954,Locomotion Charm,3
84955,Revulsion Jinx,5
84956,Disarming Charm,4
84956,Leg-Locker Curse,0
84956,Levicorpus,2
84958,Unlocking Charm,2
84958,Full Body-Bind Curse,3
84964,Sectumsempra,3
85013,Protego Maxima,3
85013,Impediment Jinx,2
85013,Muffliato Charm,0
85059,Engorgement Charm,1
85059,Snake Summons Spell,3
85060,Oppugno Jinx,2
85060,Levitation Charm,3
85060,Lumos Solem Spell,3
85077,Muffliato Charm,2
85077,Human Presence Revealing Spell,2
85140,Protego totalum,2
85140,Levitation Charm,3
85140,Human Presence Revealing Spell,0
85189,Disarming Charm,0
85189,Human Presence Revealing Spell,0
85189,Cruciatus Curse,4
85202,Cistem Aperio,5
85202,Incarcerous Spell,4
85220,Expulso Curse,0
85220,Revulsion Jinx,2
85220,Slowing Charm,5
85222,Mending Charm,1
85256,Protego totalum,5
85256,Freezing Charm,0
85256,Muggle-Repelling Charm,3
85269,Shrinking Charm,2
85269,Engorgement Charm,5
85272,Protego Maxima,3
85311,Vera Verto,5
85329,Piertotum Locomotor,4
85329,Muffliato Charm,0
85329,Exploding Charm,0
85345,Killing Curse,2
85345,Protego totalum,5
85348,Imperius Curse,1
85352,Locking Spell,0
85362,Patronus Charm,4
85362,Piertotum Locomotor,2
85378,Locking Spell,4
85391,Vera Verto,5
85391,Fire-Making Spell,0
85391,Freezing Charm,4
85410,Locomotion Charm,3
85410,Episkey,0
85410,General Counter-Spell,5
85413,Water-Making Spell,3
85421,Spider repelling spell,0
85449,Levicorpus,3
85449,Patronus Charm,4
85449,Launch an object up into the air,2
85451,Snake Summons Spell,2
85457,Mending Charm,4
85490,Protego Maxima,4
85490,Levicorpus,1
85490,Engorgement Charm,2
85547,Full Body-Bind Curse,5
85547,Salvio hexia,1
85547,Locking Spell,0
85548,Leg-Locker Curse,4
85548,Portus,4
85551,Locking Spell,3
85551,Lumos Solem Spell,3
85597,Reverse Spell,4
85597,Impediment Jinx,5
85597,Protego Maxima,5
85604,Protego Maxima,2
85604,Snake Summons Spell,3
85615,Locking Spell,2
85644,Shield Charm,3
85644,Blasting Curse,1
85673,Revelio Charm,4
85673,Oculus Reparo,5
85678,Slowing Charm,1
85681,Reverse Spell,5
85681,Slowing Charm,4
85681,Lumos Solem Spell,0
85685,Imperius Curse,2
85685,Shield Charm,3
85702,Freezing Charm,4
85702,Full Body-Bind Curse,5
85702,Patronus Charm,1
85723,Cruciatus Curse,0
85745,Reverse Spell,2
85745,Disarming Charm,0
85745,Protego Maxima,0
85751,Engorgement Charm,4
85751,Oculus Reparo,3
85751,Muggle-Repelling Charm,3
85754,Repello Inimicum,2
85754,Patronus Charm,5
85776,Locomotion Charm,5
85776,Wand-Lighting Charm,4
85785,Muggle-Repelling Charm,1
85785,Shield Charm,3
85795,Vera Verto,0
85795,General Counter-Spell,1
85795,Launch an object up into the air,5
85809,Cruciatus Curse,5
85809,Cistem Aperio,4
85809,Wand-Lighting Charm,1
85830,Portus,4
85830,Summoning Charm,4
85830,Mending Charm,4
85833,Levicorpus,0
85833,Incarcerous Spell,0
85833,Muggle-Repelling Charm,0
85858,Revelio Charm,2
85858,Summoning Charm,2
85869,Protego Maxima,1
85876,Severing Charm,0
85876,Episkey,5
85876,Leg-Locker Curse,1
85888,Severing Charm,2
85888,Exploding Charm,1
85939,Full Body-Bind Curse,4
85939,Launch an object up into the air,1
85952,Lumos Solem Spell,4
85952,Engorgement Charm,2
85952,Killing Curse,5
85970,Summoning Charm,3
85970,Revelio Charm,4
85981,Tickling Charm,3
85981,Unlocking Charm,2
86011,Muffliato Charm,4
86022,Lumos Maxima,4
86022,Water-Making Spell,1
86035,Wand-Lighting Charm,2
86035,Repello Inimicum,1
86035,Leg-Locker Curse,5
86065,Revelio Charm,2
86065,Boggart-Banishing Spell,4
86121,Spider repelling spell,2
86125,Slowing Charm,4
86127,Imperius Curse,4
86127,Levicorpus,4
86127,Brackium Emendo,1
86151,Protego totalum,3
86151,Killing Curse,3
86151,Slowing Charm,4
86156,General Counter-Spell,3
86156,Peskipiksi Pesternomi,1
86182,Sectumsempra,0
86195,Protego totalum,0
86200,Muffliato Charm,5
86228,Stunning Spell,5
86228,Shield Charm,1
86229,Protego Maxima,0
86229,Summoning Charm,4
86247,Mending Charm,3
86248,Shield Charm,4
86260,Revelio Charm,0
86260,Peskipiksi Pesternomi,3
86263,Cruciatus Curse,1
86263,Water-Making Spell,3
86279,Shield Charm,4
86279,Mending Charm,2
86279,Killing Curse,0
86294,Muffliato Charm,1
86294,Revelio Charm,1
86310,Locomotion Charm,0
86310,Shield Charm,3
86317,Levitation Charm,5
86317,Oppugno Jinx,4
86322,Unlocking Charm,4
86322,Human Presence Revealing Spell,0
86322,Oculus Reparo,5
86339,Mending Charm,1
86339,Piertotum Locomotor,0
86339,Boggart-Banishing Spell,3
86386,Lumos Maxima,1
86396,Portus,5
86396,Launch an object up into the air,2
86396,Disarming Charm,3
86451,Summoning Charm,0
86455,Launch an object up into the air,1
86455,Portus,5
86480,Levitation Charm,0
86480,Tickling Charm,0
86487,Fire-Making Spell,1
86487,Vera Verto,2
86487,Cistem Aperio,3
86492,Mending Charm,1
86508,Oculus Reparo,1
86508,Blasting Curse,0
86526,Wand-Extinguishing Charm,2
86530,Reverse Spell,3
86530,Launch an object up into the air,1
86530,Vera Verto,0
86537,Levicorpus,4
86553,Unlocking Charm,5
86577,Memory Charm,3
86577,Spider repelling spell,1
86577,Protego Maxima,2
86580,Locomotion Charm,4
86588,Blasting Curse,2
86588,Patronus Charm,2
86597,Dissendium,4
86597,Levitation Charm,5
86598,Full Body-Bind Curse,5
86598,Locking Spell,0
86598,Oppugno Jinx,2
86616,Portus,4
86619,Oculus Reparo,1
86619,Muggle-Repelling Charm,4
86620,Reverse Spell,0
86622,Levicorpus,2
86622,Leg-Locker Curse,1
86629,Patronus Charm,4
86629,Expulso Curse,1
86629,Snake Summons Spell,0
86641,Episkey,5
86641,Brackium Emendo,0
86641,Disarming Charm,0
86643,Sectumsempra,0
86646,Portus,2
86646,Impediment Jinx,3
86647,Muffliato Charm,1
86647,General Counter-Spell,0
86651,Lumos Maxima,4
86651,Muffliato Charm,5
86651,Levitation Charm,3
86688,Revulsion Jinx,1
86688,Cruciatus Curse,1
86710,Wand-Extinguishing Charm,1
86711,Lumos Solem Spell,0
86711,Human Presence Revealing Spell,5
86711,Blasting Curse,3
86715,Boggart-Banishing Spell,5
86715,Launch an object up into the air,4
86728,Killing Curse,5
86728,Muggle-Repelling Charm,5
86728,Water-Making Spell,5
86738,Tickling Charm,1
86756,Tickling Charm,1
86826,Levicorpus,5
86864,Spider repelling spell,1
86864,Cruciatus Curse,4
