ВОИН_ИД,ЗАКЛИНАНИЕ_НАЗВАНИЕ
83789,Launch an object up into the air
83795,Killing Curse
83797,Brackium Emendo
83797,Levitation Charm
83797,Revulsion Jinx
83798,Slowing Charm
83800,Spider repelling spell
83800,Severing Charm
83800,Lumos Maxima
83807,Protego Maxima
83807,Cruciatus Curse
83807,Wand-Lighting Charm
83822,Killing Curse
83823,Muffliato Charm
83823,General Counter-Spell
83838,Spider repelling spell
83838,Freezing Charm
83847,Memory Charm
83863,Lumos Solem Spell
83863,Launch an object up into the air
83869,Freezing Charm
83870,Portus
83882,Shield Charm
83882,Oculus Reparo
83882,Unlocking Charm
83883,Unlocking Charm
83888,Protego totalum
83888,Leg-Locker Curse
83892,Disarming Charm
83894,Expulso Curse
83894,Episkey
83902,Launch an object up into the air
83902,Vera Verto
83904,Muggle-Repelling Charm
83904,Locking Spell
83908,Vera Verto
83908,Tickling Charm
83908,Portus
83910,Unlocking Charm
83910,Slowing Charm
83910,Peskipiksi Pesternomi
83911,Disarming Charm
83911,General Counter-Spell
83913,Freezing Charm
83913,Levicorpus
83913,Muffliato Charm
83914,Dissendium
83914,Summoning Charm
83917,Muggle-Repelling Charm
83917,Vera Verto
83924,Locomotion Charm
83924,Tickling Charm
83929,Cistem Aperio
83929,Launch an object up into the air
83934,Memory Charm
83934,Cruciatus Curse
83934,Impediment Jinx
83944,Incarcerous Spell
83944,Patronus Charm
83944,Memory Charm
83946,Protego Maxima
83946,Patronus Charm
83946,Human Presence Revealing Spell
83949,Fire-Making Spell
83949,Dissendium
83949,Shrinking Charm
83955,Mending Charm
83955,Patronus Charm
83962,Shrinking Charm
83962,Killing Curse
83962,Stunning Spell
83964,Water-Making Spell
83964,Impediment Jinx
83982,Revelio Charm
83986,Tickling Charm
83989,Lumos Maxima
83989,Expulso Curse
83989,Killing Curse
83996,Water-Making Spell
83996,Tickling Charm
83997,Summoning Charm
83997,Severing Charm
83997,Protego totalum
84000,General Counter-Spell
84013,General Counter-Spell
84013,Expulso Curse
84017,Oculus Reparo
84017,Levicorpus
84017,Oppugno Jinx
84019,Peskipiksi Pesternomi
84019,Full Body-Bind Curse
84024,Unlocking Charm
84024,Tickling Charm
84030,Reverse Spell
84030,Boggart-Banishing Spell
84030,Engorgement Charm
84031,Lumos Maxima
84031,Full Body-Bind Curse
84032,Lumos Maxima
84032,Spider repelling spell
84034,Salvio hexia
84036,Full Body-Bind Curse
84040,Boggart-Banishing Spell
84040,Patronus Charm
84040,Imperius Curse
84044,Levitation Charm
84044,Patronus Charm
84046,Blasting Curse
84050,Cruciatus Curse
84054,Unlocking Charm
84066,Disarming Charm
84066,Muggle-Repelling Charm
84071,Wand-Lighting Charm
84072,Unlocking Charm
84072,Slowing Charm
84075,Locomotion Charm
84075,Killing Curse
84080,Blasting Curse
84080,Portus
84082,Episkey
84089,Portus
84089,Snake-Vanishing Spell
84093,Revulsion Jinx
84099,Oculus Reparo
84099,Tickling Charm
84099,Mending Charm
84103,Vera Verto
84103,Leg-Locker Curse
84111,Protego Maxima
84111,Dissendium
84111,Unlocking Charm
84114,Portus
84114,Exploding Charm
84114,Imperius Curse
84115,Water-Making Spell
84115,Shield Charm
84115,Patronus Charm
84123,Tickling Charm
84123,Sectumsempra
84140,Launch an object up into the air
84140,Severing Charm
84143,Muggle-Repelling Charm
84143,Wand-Lighting Charm
84144,Water-Making Spell
84152,General Counter-Spell
84152,Wand-Lighting Charm
84159,Protego Maxima
84159,Reverse Spell
84162,Water-Making Spell
84176,Full Body-Bind Curse
84176,Oculus Reparo
84176,Muggle-Repelling Charm
84178,Spider repelling spell
84178,Cistem Aperio
84178,Fire-Making Spell
84179,Cruciatus Curse
84184,Brackium Emendo
84184,Episkey
84184,Snake Summons Spell
84202,Oppugno Jinx
84202,Cistem Aperio
84203,Expulso Curse
84204,Full Body-Bind Curse
84204,Revelio Charm
84207,Muggle-Repelling Charm
84207,Protego totalum
84208,Slowing Charm
84208,Blasting Curse
84238,Locomotion Charm
84238,Levicorpus
84238,Leg-Locker Curse
84241,Memory Charm
84241,Muffliato Charm
84289,Fire-Making Spell
84289,Portus
84289,Piertotum Locomotor
84292,Peskipiksi Pesternomi
84297,Blasting Curse
84297,Shield Charm
84297,Locomotion Charm
84303,Locking Spell
84310,General Counter-Spell
84310,Fire-Making Spell
84335,Protego Maxima
84335,Incarcerous Spell
84335,Episkey
84342,Tickling Charm
84342,Shrinking Charm
84344,Salvio hexia
84344,Water-Making Spell
84344,Lumos Maxima
84358,Launch an object up into the air
84373,Stunning Spell
84373,Piertotum Locomotor
84388,Disarming Charm
84388,Lumos Solem Spell
84397,Incarcerous Spell
84402,Revulsion Jinx
84402,Wand-Extinguishing Charm
84402,Muffliato Charm
84408,Wand-Extinguishing Charm
84410,Fire-Making Spell
84410,Oppugno Jinx
84410,Blasting Curse
84415,Mending Charm
84415,Muffliato Charm
84415,Snake Summons Spell
84423,Muffliato Charm
84423,Water-Making Spell
84423,Freezing Charm
84438,Salvio hexia
84438,Portus
84438,Human Presence Revealing Spell
84445,Cruciatus Curse
84445,Revelio Charm
84448,Freezing Charm
84457,Human Presence Revealing Spell
84466,Boggart-Banishing Spell
84466,Levitation Charm
84466,Patronus Charm
84469,Revelio Charm
84469,Dissendium
84469,Water-Making Spell
84474,General Counter-Spell
84479,Wand-Lighting Charm
84479,Shield Charm
84479,Disarming Charm
84481,Unlocking Charm
84484,Muffliato Charm
84500,Freezing Charm
84513,Locking Spell
84513,Severing Charm
84515,Stunning Spell
84515,Incarcerous Spell
84515,Boggart-Banishing Spell
84516,Shrinking Charm
84516,Slowing Charm
84519,Mending Charm
84519,Incarcerous Spell
84520,Cistem Aperio
84528,Peskipiksi Pesternomi
84547,Patronus Charm
84555,Spider repelling spell
84555,Disarming Charm
84567,Locking Spell
84567,Imperius Curse
84570,Freezing Charm
84570,Spider repelling spell
84570,Disarming Charm
84572,Summoning Charm
84572,Stunning Spell
84593,Spider repelling spell
84593,Boggart-Banishing Spell
84593,Protego Maxima
84597,Tickling Charm
84597,Fire-Making Spell
84599,Leg-Locker Curse
84599,Killing Curse
84599,Wand-Extinguishing Charm
84602,Shield Charm
84602,Expulso Curse
84602,Stunning Spell
84616,Launch an object up into the air
84616,Stunning Spell
84624,Incarcerous Spell
84624,Mending Charm
84649,Disarming Charm
84661,Blasting Curse
84661,Mending Charm
84663,Mending Charm
84663,Sectumsempra
84664,Locomotion Charm
84664,Killing Curse
84673,Shrinking Charm
84673,Protego Maxima
84681,Launch an object up into the air
84684,Cruciatus Curse
84689,Leg-Locker Curse
84689,Human Presence Revealing Spell
84689,Severing Charm
84698,Water-Making Spell
84698,Lumos Maxima
84698,Snake-Vanishing Spell
84699,Snake Summons Spell
84699,Salvio hexia
84699,Revulsion Jinx
84701,Lumos Maxima
84706,Killing Curse
84706,Oculus Reparo
84732,Shrinking Charm
84733,Killing Curse
84733,Engorgement Charm
84737,Launch an object up into the air
84752,Disarming Charm
84752,Peskipiksi Pesternomi
84752,Levicorpus
84760,Lumos Maxima
84760,Stunning Spell
84760,Muffliato Charm
84767,Disarming Charm
84767,Levicorpus
84769,Snake-Vanishing Spell
84769,Vera Verto
84769,Revulsion Jinx
84774,Episkey
84774,Leg-Locker Curse
84781,Fire-Making Spell
84781,Expulso Curse
84805,Killing Curse
84811,Unlocking Charm
84826,Shrinking Charm
84826,Protego totalum
84826,Boggart-Banishing Spell
84828,Piertotum Locomotor
84830,Vera Verto
84856,Impediment Jinx
84857,Unlocking Charm
84857,Boggart-Banishing Spell
84858,Episkey
84858,Cistem Aperio
84858,Severing Charm
84861,Wand-Extinguishing Charm
84874,Wand-Lighting Charm
84881,Cistem Aperio
84891,Locking Spell
84891,Repello Inimicum
84895,Patronus Charm
84895,Piertotum Locomotor
84907,Blasting Curse
84907,Oculus Reparo
84907,Cistem Aperio
84908,Protego totalum
84908,Unlocking Charm
84908,Portus
84911,Lumos Solem Spell
84923,Snake-Vanishing Spell
84923,Protego totalum
84940,Shield Charm
84940,Salvio hexia
84953,Stunning Spell
84959,Wand-Extinguishing Charm
84959,Summoning Charm
84959,Sectumsempra
84960,Impediment Jinx
84965,Impediment Jinx
84965,Brackium Emendo
84965,Fire-Making Spell
84967,Fire-Making Spell
84967,Memory Charm
84973,Oppugno Jinx
84973,Repello Inimicum
84976,Dissendium
84986,Salvio hexia
84988,Reverse Spell
84991,Protego totalum
84991,Protego Maxima
85007,Memory Charm
85007,Tickling Charm
85007,Cistem Aperio
85028,Unlocking Charm
85033,Leg-Locker Curse
85050,Lumos Maxima
85050,Spider repelling spell
85050,Cistem Aperio
85055,Protego totalum
85070,Protego Maxima
85079,Summoning Charm
85079,Disarming Charm
85079,Muffliato Charm
85080,Reverse Spell
85080,Portus
85083,Revulsion Jinx
85083,Blasting Curse
85083,Protego totalum
85084,Protego Maxima
85085,Killing Curse
85097,Unlocking Charm
85097,Piertotum Locomotor
85097,Snake Summons Spell
85099,Portus
85099,Cruciatus Curse
85107,Engorgement Charm
85107,Impediment Jinx
85107,Patronus Charm
85123,Severing Charm
85125,Wand-Lighting Charm
85125,Stunning Spell
85125,Peskipiksi Pesternomi
85134,Launch an object up into the air
85134,Leg-Locker Curse
85139,Engorgement Charm
85139,Impediment Jinx
85142,Incarcerous Spell
85142,Protego Maxima
85145,Revulsion Jinx
85145,Mending Charm
85151,Salvio hexia
85153,Killing Curse
85153,Lumos Maxima
85155,Disarming Charm
85155,Sectumsempra
85155,Full Body-Bind Curse
85158,Muffliato Charm
85158,Spider repelling spell
85158,Portus
85161,Disarming Charm
85161,Oculus Reparo
85174,Portus
85174,Episkey
85174,Snake-Vanishing Spell
85179,Wand-Extinguishing Charm
85179,Cruciatus Curse
85192,Shield Charm
85192,Human Presence Revealing Spell
85197,Mending Charm
85197,Human Presence Revealing Spell
85215,Levitation Charm
85215,Freezing Charm
85224,Exploding Charm
85225,Oppugno Jinx
85230,Stunning Spell
85230,Slowing Charm
85232,Portus
85232,Oculus Reparo
85232,Freezing Charm
85233,Cistem Aperio
85233,Revulsion Jinx
85247,Water-Making Spell
85247,Leg-Locker Curse
85263,Memory Charm
85273,Lumos Solem Spell
85285,Cruciatus Curse
85285,Muffliato Charm
85285,Imperius Curse
85292,Oppugno Jinx
85292,Protego Maxima
85292,Imperius Curse
85294,Revulsion Jinx
85296,Water-Making Spell
85296,Mending Charm
85296,Full Body-Bind Curse
85304,Severing Charm
85304,Snake Summons Spell
85304,Summoning Charm
85309,Wand-Lighting Charm
85309,Blasting Curse
85312,Lumos Maxima
85312,Sectumsempra
85330,Slowing Charm
85330,Revelio Charm
85330,Memory Charm
85334,Blasting Curse
85334,Muffliato Charm
85335,Launch an object up into the air
85335,Dissendium
85338,Killing Curse
85344,Protego totalum
85344,Shrinking Charm
85356,Freezing Charm
85358,Muggle-Repelling Charm
85360,Disarming Charm
85360,Muffliato Charm
85381,Unlocking Charm
85395,Fire-Making Spell
85395,Killing Curse
85395,Levicorpus
85396,Incarcerous Spell
85396,Oppugno Jinx
85405,Shield Charm
85405,Severing Charm
85405,Memory Charm
85409,Human Presence Revealing Spell
85415,Leg-Locker Curse
85417,Incarcerous Spell
85417,Snake Summons Spell
85420,Severing Charm
85420,Reverse Spell
85445,Cruciatus Curse
85445,Slowing Charm
85452,Unlocking Charm
85452,Expulso Curse
85461,Leg-Locker Curse
85461,Dissendium
85472,Imperius Curse
85483,Protego Maxima
85493,Lumos Solem Spell
85498,General Counter-Spell
85501,Portus
85501,Wand-Extinguishing Charm
85501,Cistem Aperio
85522,Oppugno Jinx
85522,Killing Curse
85522,Expulso Curse
85523,Protego totalum
85523,Dissendium
85523,Vera Verto
85527,Wand-Lighting Charm
85529,Muffliato Charm
85542,Patronus Charm
85542,Imperius Curse
85549,Shield Charm
85549,Episkey
85555,Salvio hexia
85567,Unlocking Charm
85567,Human Presence Revealing Spell
85575,Blasting Curse
85577,Stunning Spell
85577,Reverse Spell
85580,Engorgement Charm
85582,Salvio hexia
85582,Cistem Aperio
85582,Lumos Solem Spell
85584,Incarcerous Spell
85584,Locomotion Charm
85584,Fire-Making Spell
85594,Revulsion Jinx
85599,Slowing Charm
85600,Shrinking Charm
85611,Memory Charm
85611,Repello Inimicum
85611,Levicorpus
85616,Wand-Lighting Charm
85617,Leg-Locker Curse
85617,Severing Charm
85619,Engorgement Charm
85620,Fire-Making Spell
85620,Muggle-Repelling Charm
85620,Lumos Solem Spell
85621,Lumos Solem Spell
85621,Wand-Lighting Charm
85628,Oculus Reparo
85628,Portus
85628,Repello Inimicum
85633,Summoning Charm
85633,Incarcerous Spell
85635,Blasting Curse
85635,Leg-Locker Curse
85635,Revulsion Jinx
85646,Memory Charm
85660,Protego Maxima
85660,Incarcerous Spell
85673,Disarming Charm
85673,Piertotum Locomotor
85674,Blasting Curse
85674,Wand-Extinguishing Charm
85676,Muggle-Repelling Charm
85681,Impediment Jinx
85682,Stunning Spell
85682,Dissendium
85682,Incarcerous Spell
85690,Peskipiksi Pesternomi
85695,Muffliato Charm
85695,Oculus Reparo
85695,Sectumsempra
85714,Summoning Charm
85720,Stunning Spell
85720,Summoning Charm
85720,Snake Summons Spell
85724,Muggle-Repelling Charm
85724,Patronus Charm
85734,Revelio Charm
85747,Unlocking Charm
85747,Revulsion Jinx
85747,Exploding Charm
85750,Oppugno Jinx
85750,Spider repelling spell
85750,Protego Maxima
85774,Locomotion Charm
85774,Cistem Aperio
85779,Killing Curse
85779,Patronus Charm
85779,Muggle-Repelling Charm
85792,Exploding Charm
85792,Imperius Curse
85792,Wand-Extinguishing Charm
85803,Killing Curse
85808,Revelio Charm
85820,Exploding Charm
85820,Disarming Charm
85827,Spider repelling spell
85840,Expulso Curse
85840,Human Presence Revealing Spell
85845,Muggle-Repelling Charm
85850,Muggle-Repelling Charm
85850,Peskipiksi Pesternomi
85875,Spider repelling spell
85875,Repello Inimicum
85879,Shrinking Charm
85879,Wand-Lighting Charm
85882,Protego Maxima
85882,Slowing Charm
85882,Fire-Making Spell
85886,Dissendium
85890,Protego Maxima
85890,Sectumsempra
85894,Tickling Charm
85894,Muffliato Charm
85894,Portus
85896,Water-Making Spell
85896,Cruciatus Curse
85896,Brackium Emendo
85906,Vera Verto
85913,Reverse Spell
85930,Wand-Extinguishing Charm
85930,Lumos Maxima
85930,Oculus Reparo
85944,Severing Charm
85946,Tickling Charm
85946,Peskipiksi Pesternomi
85946,Levitation Charm
85949,Sectumsempra
85949,Stunning Spell
85952,Memory Charm
85962,Tickling Charm
85963,Peskipiksi Pesternomi
85970,Vera Verto
85997,Dissendium
86003,Portus
86003,Stunning Spell
86006,Stunning Spell
86006,General Counter-Spell
86006,Portus
86022,General Counter-Spell
86029,Episkey
86029,Cistem Aperio
86029,Piertotum Locomotor
86038,Freezing Charm
86038,Dissendium
86038,Full Body-Bind Curse
86048,Human Presence Revealing Spell
86051,Lumos Solem Spell
86051,Imperius Curse
86051,Killing Curse
86058,Incarcerous Spell
86058,Full Body-Bind Curse
86058,Leg-Locker Curse
86062,Leg-Locker Curse
86064,Revulsion Jinx
86064,Dissendium
86064,Muffliato Charm
86073,Revelio Charm
86073,Levitation Charm
86073,Locomotion Charm
86085,Sectumsempra
86085,Exploding Charm
86085,Stunning Spell
86090,Protego Maxima
86090,Tickling Charm
86093,Impediment Jinx
86093,Episkey
86093,Incarcerous Spell
86102,Protego totalum
86103,Exploding Charm
86103,Repello Inimicum
86103,Levicorpus
86104,Revelio Charm
86104,Cistem Aperio
86104,Protego totalum
86111,Exploding Charm
86111,Boggart-Banishing Spell
86115,Shield Charm
86115,Lumos Maxima
86120,Oculus Reparo
86120,Locomotion Charm
86120,Cistem Aperio
86121,Shield Charm
86122,Fire-Making Spell
86122,Revelio Charm
86122,Vera Verto
86136,Blasting Curse
86144,Reverse Spell
86144,Full Body-Bind Curse
86144,Levitation Charm
86159,Human Presence Revealing Spell
86159,Expulso Curse
86159,Patronus Charm
86166,Full Body-Bind Curse
86166,Locking Spell
86166,Tickling Charm
86173,Boggart-Banishing Spell
86173,Repello Inimicum
86173,Oculus Reparo
86178,Sectumsempra
86181,Brackium Emendo
86181,Reverse Spell
86184,Sectumsempra
86184,Blasting Curse
86184,Salvio hexia
86190,Muggle-Repelling Charm
86197,Cistem Aperio
86197,Reverse Spell
86197,Human Presence Revealing Spell
86200,Vera Verto
86205,Brackium Emendo
86205,Snake Summons Spell
86205,Shield Charm
86209,Launch an object up into the air
86209,Wand-Lighting Charm
86209,Muggle-Repelling Charm
86217,Wand-Extinguishing Charm
86220,Boggart-Banishing Spell
86220,Snake-Vanishing Spell
86231,Leg-Locker Curse
86234,Piertotum Locomotor
86237,Snake Summons Spell
86237,Protego Maxima
86244,Protego totalum
86244,Severing Charm
86244,Vera Verto
86260,Snake Summons Spell
86262,Sectumsempra
86262,Disarming Charm
86262,Muffliato Charm
86265,Episkey
86265,Locking Spell
86265,Patronus Charm
86284,Summoning Charm
86284,Full Body-Bind Curse
86284,Human Presence Revealing Spell
86290,Vera Verto
86310,Oculus Reparo
86310,Imperius Curse
86322,Summoning Charm
86322,Muffliato Charm
86322,Mending Charm
86328,Snake-Vanishing Spell
86332,Severing Charm
86332,Salvio hexia
86332,Launch an object up into the air
86335,Revelio Charm
86335,Shrinking Charm
86336,Unlocking Charm
86336,Memory Charm
86343,Mending Charm
86343,Reverse Spell
86356,Oppugno Jinx
86356,Portus
86356,Reverse Spell
86365,Levitation Charm
86365,Snake Summons Spell
86365,Lumos Maxima
86376,Water-Making Spell
86376,Disarming Charm
86376,Peskipiksi Pesternomi
86388,Exploding Charm
86388,Levicorpus
86393,Lumos Solem Spell
86393,Wand-Lighting Charm
86405,General Counter-Spell
86405,Blasting Curse
86423,Episkey
86423,Imperius Curse
86423,Fire-Making Spell
86427,Memory Charm
86427,Leg-Locker Curse
86436,Lumos Solem Spell
86436,Peskipiksi Pesternomi
86449,Dissendium
86449,Water-Making Spell
86449,Expulso Curse
86456,Locomotion Charm
86464,Revelio Charm
86464,Snake-Vanishing Spell
86465,Protego Maxima
86465,Muggle-Repelling Charm
86465,Snake-Vanishing Spell
86474,Oculus Reparo
86474,Exploding Charm
86474,Shield Charm
86477,Piertotum Locomotor
86480,Salvio hexia
86480,Shrinking Charm
86492,Blasting Curse
86502,Wand-Lighting Charm
86502,Cruciatus Curse
86522,Stunning Spell
86528,Stunning Spell
86528,Leg-Locker Curse
86528,Sectumsempra
86530,Water-Making Spell
86530,Tickling Charm
86532,Boggart-Banishing Spell
86532,Impediment Jinx
86533,Fire-Making Spell
86533,Imperius Curse
86548,Oculus Reparo
86555,Boggart-Banishing Spell
86555,Water-Making Spell
86557,Lumos Solem Spell
86564,Oppugno Jinx
86572,Cistem Aperio
86572,Full Body-Bind Curse
86580,Muggle-Repelling Charm
86580,Boggart-Banishing Spell
86580,Oppugno Jinx
86584,Snake Summons Spell
86584,Leg-Locker Curse
86584,Brackium Emendo
86585,Mending Charm
86598,Snake Summons Spell
86598,Shrinking Charm
86600,Memory Charm
86600,Cistem Aperio
86632,Disarming Charm
86636,Snake Summons Spell
86643,Episkey
86649,Wand-Lighting Charm
86649,Muggle-Repelling Charm
86659,Tickling Charm
86663,Spider repelling spell
86668,Leg-Locker Curse
86668,Mending Charm
86681,Cruciatus Curse
86693,Launch an object up into the air
86693,Impediment Jinx
86698,Reverse Spell
86702,Repello Inimicum
86702,Expulso Curse
86712,Killing Curse
86714,Revelio Charm
86720,Exploding Charm
86720,Launch an object up into the air
86720,Unlocking Charm
86741,Full Body-Bind Curse
86741,Human Presence Revealing Spell
86756,Sectumsempra
86757,Peskipiksi Pesternomi
86757,Portus
86773,Snake-Vanishing Spell
86773,Memory Charm
86779,Memory Charm
86779,Spider repelling spell
86779,Protego totalum
